provider_name,course_name,unit,estimated_completion_time,building_block,building_block_short,video_duration,word_count,img_count,gif_count,table_count,code_rows_count,link_count,task_type,question_count,answer_count,points,audio_duration,graphics_count
FutureLearn,Fut-ENT,2_23,0,Text,t,0,534.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_23,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_24,0,Text,t,0,181.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_24,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_01,0,Video,v,86,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_01,0,Text,t,0,159.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_01,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_02,0,Text,t,0,66.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_02,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_03,0,Text,t,0,94.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_03,0,Video,v,334,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_03,0,Text,t,0,34.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_03,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_04,0,Text,t,0,31.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_04,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_05,0,Text,t,0,112.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_05,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_06,0,Text,t,0,346.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_06,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_07,0,Text,t,0,193.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_07,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,3_08,0,Text,t,0,63.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,3_08,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
